Frame@10hz,Group0_probability,Group1_probability,Group2_probability,Group3_probability,Group4_probability,Group5_probability,Group6_probability,Group7_probability,Group8_probability,Group9_probability,Group10_probability,Group11_probability,Group12_probability,Group13_probability,Group14_probability,Group15_probability,Group16_probability,Group17_probability,Group18_probability,Group19_probability,Group20_probability,Group21_probability,Group22_probability,Group23_probability,Group24_probability,Group25_probability,Group26_probability,Group27_probability,Group28_probability,Group29_probability,Group30_probability,Group31_probability,Group32_probability
68,0.00038400076138139105,0.0013915249089501318,0.00037301544250092634,0.00038560243138694176,0.00038818401442380614,0.004235771307698062,0.0019035532272987687,0.0003822101275347487,0.0017552968664846901,0.000372071862364345,0.00232911157240067,0.00293150585508338,0.0003819042322272351,0.011230879575780194,0.009987352057136023,0.004649940084947394,0.006310330953472502,0.0003757332963587006,0.0076519744119316595,0.002428636807583141,0.0003760450990676319,0.00037313491991735796,0.0003704436843270472,0.006011993676038057,0.0017988755318910684,0.0017740486839169193,0.001975588671689217,0.0021944676708782755,0.0016126066177598998,0.001640799025452477,0.004867312277599634,0.005980317237581205,0.005196268842407355
69,0.0029943200505584753,0.8496411189093124,0.002896973945437229,0.003036909176765541,0.0030833035533101797,0.005918415526202432,0.00514009367032453,0.0030155363959897315,0.004903144961541433,0.002885264292026807,0.005570594411725709,0.005681785739813327,0.003030501329689821,0.006337879147049923,0.006288427169413986,0.005990727754141361,0.006133856345588042,0.0029703000814834965,0.006322303840291119,0.005394542725006783,0.002955166807452803,0.002931904433480234,0.002898205949436091,0.006263805307522869,0.0048878465133291825,0.00484941144182634,0.005128582976336147,0.005394608272868912,0.00470354754087956,0.0047123811227235924,0.006038575082815664,0.006100921280913188,0.005899044244743198
70,0.000697950705083318,0.0022097361981158825,0.000678244380666903,0.000700730625017601,0.0007046069657199384,0.006522450015198598,0.003123186304248134,0.0006938168386550513,0.0029503272018522792,0.0006761346009006761,0.00368565967742042,0.004547377941206881,0.0006928030556006236,0.03933191511279911,0.0680298173968981,0.022632823052240028,0.05743124123920302,0.0006816105219718605,0.0457656638389563,0.003981715275127623,0.0006822245667437557,0.0006769677993812542,0.0006725135932751815,0.023231922725070304,0.0030353745303820616,0.0029811207772073287,0.0032750800456452654,0.003547799763235892,0.0027237356104068936,0.002756834632130655,0.020814177556518907,0.03789303284705219,0.03082355896868482
71,5.36537535507297e-309,1.5772432299141715e-308,5.244297061271595e-309,5.383383683083296e-309,5.4186096527275e-309,4.159315438593231e-308,1.4218244951760133e-307,5.354270129170864e-309,1.465773644904692e-307,5.237529572309665e-309,7.144926887805806e-308,5.879812573739509e-308,5.358019116602856e-309,2.4926584613803794e-308,2.425993240323381e-308,2.0406981178313326e-308,2.2027084080409e-308,5.290641786635214e-309,2.24302324404307e-308,7.276757506148853e-308,5.2963156852455e-309,5.26305246329278e-309,5.225961821687585e-309,2.130578350471181e-308,2.345520392382628e-307,1.8817946689934774e-307,1.1319160088508611e-307,9.089996079500817e-308,1.0,5.429224490341895e-307,2.035175610308384e-308,2.1528262887165397e-308,2.160885043670204e-308
72,0.0034128223080879035,0.7926178368313993,0.0033103490551524752,0.0034526951357847944,0.0034965241560507565,0.008833258949703823,0.0076799764652922126,0.003427432116102314,0.007262395116715714,0.003296991043500231,0.00843822279589854,0.008539404136638631,0.0034416537077612656,0.009076792833844619,0.008973344211573468,0.00823241746681209,0.008594317031886305,0.0033782089935411735,0.008841385114001616,0.008082301163545436,0.0033675544970193524,0.0033412518190589296,0.0033049949937565713,0.008688561337480279,0.007208600593251852,0.007154078229490167,0.007644369937775079,0.008124585625633252,0.006897324840612796,0.006905057345002308,0.008299724810216623,0.00849986261319699,0.008175704724212977
73,5.795673285337506e-309,1.942813274455226e-308,5.654602296725376e-309,5.81783771843924e-309,5.85568529205232e-309,8.434890820950346e-308,1.6808522903102277e-307,5.779293193366537e-309,1.024764343120935e-307,5.64355474614378e-309,1.0,2.4852542851122212e-307,5.782210828922706e-309,3.5830922385887217e-308,3.4468586950873206e-308,2.6809430883933225e-308,2.9892154567107534e-308,5.70215155353158e-309,3.07949974793428e-308,2.2046998859627927e-307,5.70847332610093e-309,5.669289849435233e-309,5.627316613503565e-309,2.852595413966208e-308,1.047413097797532e-307,1.0938017558703012e-307,1.5931019685600561e-307,2.924926024708551e-307,7.807781671210214e-308,8.138329744442369e-308,2.677445893024499e-308,2.903441586062923e-308,2.8864358394027883e-308
74,2.2069129946975104e-307,8.196947375316228e-309,2.768987067908618e-307,1.0,1.117610525358047e-307,5.942666622859467e-309,5.53284967790517e-309,1.3835166109405901e-307,5.42330677833538e-309,1.2339700479907236e-307,5.73042463906069e-309,5.82056725688282e-309,9.14257844435138e-308,6.28928240198136e-309,6.306456018377345e-309,6.40202737636988e-309,6.37757711134447e-309,8.442480006957497e-308,6.407318308599994e-309,5.686170207813524e-309,8.519992222178357e-308,7.969013669559634e-308,8.639410972016961e-308,6.42346887477851e-309,5.407755239959406e-309,5.418079422886086e-309,5.52949519436597e-309,5.65260433439877e-309,5.310759492515507e-309,5.34355234877655e-309,6.4242380112723e-309,6.390666047812523e-309,6.33634910045829e-309
75,0.03034032603621927,0.002145054925909254,0.031941314299540134,0.023752026671775645,0.02844945439283697,0.001548147238303083,0.0014468013932607683,0.04071513801602996,0.0014166120025577971,0.07995031723536257,0.0014972375254516967,0.0015188156437523123,0.03894287760137751,0.0016331351733553205,0.0016364726860380822,0.0016571292828128363,0.0016513791566288684,0.07672400476216239,0.0016630036969961406,0.0014823030987204504,0.13128271213386408,0.11012845771923065,0.3733109874346358,0.0016667645532885008,0.001412971867501827,0.0014162268053554898,0.0014437622951862924,0.0014754306382066319,0.0013899542044381547,0.0013993044399198107,0.0016645811523066064,0.0016559786403778415,0.001641317276597476
76,0.0011510116005671374,0.003747115494207586,0.0011233845408219708,0.001155738494379149,0.001162360559679113,0.015888317224987937,0.027003148227476317,0.0011470554977291863,0.022717528242655806,0.001120399667340015,0.0463443724369342,0.034305689373625305,0.001147455449285453,0.0071294361397066675,0.006883462868593937,0.005395012606811813,0.006054961023148558,0.0011313699451996014,0.006123378918374124,0.2198294116525209,0.0011325927663189885,0.0011247592578365153,0.0011166224738927179,0.0056382475253193435,0.02290807681899127,0.02295719250116897,0.040515286895456464,0.0841432774814355,0.015268346072894711,0.015082426099199818,0.00534013021485123,0.005818892267181274,0.005814314385145969
77,0.06764216712966425,0.0032373368072438733,0.06373979781382798,0.29566671177781056,0.1168398261055236,0.0023012679512388334,0.002140846689392241,0.08361920996108974,0.002097757050422419,0.0436328381837504,0.002218361094009981,0.002253036070151888,0.0648596772435289,0.0024371945415127922,0.0024434141497097586,0.00247890946030952,0.002469804137042749,0.0471364461249878,0.0024828321068437777,0.002200172679355386,0.04156075398054696,0.04046884259349728,0.0397219628641857,0.0024888738473221378,0.0020919944567864414,0.0020950787403547205,0.0021395084382003987,0.0021877805019581103,0.0020541351777408944,0.002066194686890116,0.0024875535381525633,0.002474304810639817,0.0024523434333696636
78,5.581513424101607e-309,1.754238179407765e-308,5.45209314766357e-309,5.605112665747393e-309,5.63782932094606e-309,5.734607384932964e-308,2.2035824635464805e-307,5.565767634843667e-309,3.1916769831608367e-307,5.438434993521876e-309,1.354446972777593e-307,9.56937627012436e-308,5.569014245477835e-309,3.020326324272631e-308,2.9286048462791214e-308,2.376697197523919e-308,2.621369663334162e-308,5.49369014478206e-309,2.6479029004682157e-308,1.7123435239328432e-307,5.498477297103706e-309,5.461992756357676e-309,5.42294495934718e-309,2.4700395778373757e-308,2.9603204278610603e-307,2.3703994239163797e-307,1.0,3.3319018917380536e-307,1.2689136944457012e-307,1.1021368789045717e-307,2.3532090171978045e-308,2.5314912539844977e-308,2.535815748338837e-308
79,1.0418903489614742e-307,8.27370097233151e-309,1.183373261935532e-307,1.0016870094782185e-307,1.5838915638469085e-307,5.9005185384624e-309,5.511986491412405e-309,2.3182727625055265e-307,5.39734059539527e-309,1.600137468992859e-307,5.70536509865883e-309,5.786974489846817e-309,3.859276128635063e-307,6.22639913788903e-309,6.238739722197085e-309,6.31542912367902e-309,6.29456878241904e-309,1.0,6.338860605321996e-309,5.648461766543427e-309,3.880842699374059e-307,6.849090257417379e-307,3.8783664517926346e-307,6.352619242087714e-309,5.38343849656648e-309,5.393822639760907e-309,5.50151533708882e-309,5.622899217826866e-309,5.294387234577486e-309,5.32806452977384e-309,6.342503369375243e-309,6.30994110727152e-309,6.253092904844173e-309
80,5.684127936326184e-309,1.839479179085424e-308,5.54984924606298e-309,5.707787803841686e-309,5.741673699890676e-309,6.568436044145606e-308,2.228269975237369e-307,5.66727575380892e-309,1.688755747202337e-307,5.536074125926897e-309,2.2174720843920424e-307,1.278956147807713e-307,5.67040485156233e-309,3.231047779938497e-308,3.125529373518414e-308,2.494299190779998e-308,2.7694227246350864e-308,5.59244013074644e-309,2.80889252530535e-308,2.748320570716699e-307,5.59793301237626e-309,5.560006099319404e-309,5.519570650609835e-309,2.6078467018664907e-308,1.6205604059974582e-307,1.6303439429757166e-307,4.633374537215367e-307,1.0,9.840733370853982e-308,9.420738700589337e-308,2.4739256840610785e-308,2.6744521948490857e-308,2.6711498436311447e-308
81,6.02320419408187e-309,2.027734781072666e-308,5.866434698445873e-309,6.04584421646828e-309,6.08433038737305e-309,1.0,5.632232465170872e-308,5.999730083215987e-309,4.935026034191068e-308,5.85385442625457e-309,7.947409484822131e-308,1.3679055174948298e-307,5.997927668113883e-309,7.027361729728599e-308,6.525619389326787e-308,4.270150341662893e-308,5.054158653050138e-308,5.90983226774018e-309,5.338433111276889e-308,8.758002081258057e-308,5.915763209550563e-309,5.8734332134831e-309,5.832029827994495e-309,4.69806698617302e-308,5.222138103963524e-308,5.092798661674735e-308,6.008281651876378e-308,7.020270916911312e-308,4.3678038137235133e-308,4.468888251032692e-308,4.260836442959071e-308,4.837073920457562e-308,4.799041361303244e-308
82,0.04509030469400079,0.0028761424834997974,0.038196671018855786,0.07250708825896036,0.4577298406359894,0.0020292086533770766,0.0018892246055169414,0.07849026276266187,0.0018502465175241087,0.03191879605345576,0.001957847160039231,0.001987577117671727,0.08054915007403317,0.0021470381435766137,0.0021520097599213176,0.002180943827509125,0.002173625048964995,0.045066044630986915,0.002186691263446475,0.0019401188536726087,0.03702777322576233,0.03551032557446891,0.03268068477323505,0.002191592481249143,0.0018450772500883427,0.0018480662723418318,0.0018871449965879783,0.001930048424007032,0.0018122423728851851,0.00182319820606763,0.002189151558034934,0.0021778621792160305,0.002158001122391668
83,0.0768191484096504,0.0032262023594523087,0.07643688250792932,0.47769925232230137,0.05373469790226761,0.0023175742039267208,0.0021560829953517218,0.05693899880913954,0.0021132236061076745,0.04016939253038376,0.0022340192715717007,0.002269265512839881,0.03947990839944514,0.0024539957155827533,0.0024606832367593434,0.0024975873585052336,0.0024884372108095335,0.03302508512386121,0.002499877681854288,0.002216732593481749,0.032439143145124825,0.030525661883791008,0.031096072608341564,0.002505981101527316,0.00210699159754624,0.002110655039646867,0.002155077467162861,0.00220365294095548,0.0020685049995525064,0.0020809383103897825,0.002505899147985187,0.0024929789695982522,0.002471395037156954
84,1.8406176835111716e-307,8.072336417260026e-309,1.0,2.3429062318077305e-307,1.1587156707525645e-307,5.850846579387423e-309,5.459827285101703e-309,1.6425126562000605e-307,5.35184692654606e-309,1.715564829897611e-307,5.651043480000563e-309,5.73541150146047e-309,1.0827060724707694e-307,6.179414456129583e-309,6.19471884493953e-309,6.281169376641183e-309,6.25929677612066e-309,1.0969266454735477e-307,6.29123499797214e-309,5.60426759343712e-309,1.06829074905381e-307,1.0225329264787997e-307,1.13089815055731e-307,6.30577628367412e-309,5.336393164552253e-309,5.34677763256293e-309,5.454539557704657e-309,5.57421569823459e-309,5.243832349780887e-309,5.27599889593425e-309,6.30354692598055e-309,6.27210602910004e-309,6.218782430971957e-309
85,1.5328206715623758e-307,8.607163285008815e-309,1.193868593417282e-307,1.8795897145483113e-307,1.0,6.08551168225869e-309,5.664994591169783e-309,3.7662002657833384e-307,5.54698985648887e-309,1.1046642334449654e-307,5.870819867559047e-309,5.960678649872164e-309,3.0549886201961424e-307,6.440375840073327e-309,6.455192063443177e-309,6.542946071967337e-309,6.51988023375308e-309,1.5922488088288406e-307,6.56114350978661e-309,5.816604500042145e-309,1.332864940430384e-307,1.2465695693577497e-307,1.1487687469428539e-307,6.57643394828937e-309,5.532139531120994e-309,5.541663308443395e-309,5.657794304119064e-309,5.78635520117633e-309,5.43459423419519e-309,5.468413811379256e-309,6.56901205388745e-309,6.534120506987323e-309,6.474391809579984e-309
86,0.004549582878548144,0.7202166443227089,0.00441370601692395,0.004601917952651696,0.004661089320400731,0.011970520865165065,0.01043046402866577,0.004570036391111568,0.009853252575248836,0.004397240311776461,0.011459711328305578,0.011584228444775876,0.00458907895617159,0.01225256752850169,0.012105141388327564,0.011073978861126777,0.011568415674033371,0.004505600877168035,0.011919631896961179,0.010956145336684825,0.004491363618046415,0.004456779097301695,0.004408667316073409,0.011710303415425347,0.009784714804545373,0.009707358376124946,0.010373113277989593,0.011024596371720742,0.009367657837700702,0.009377932609514791,0.011171562988676793,0.01144278925177641,0.011004206079846165
87,5.76943226707918e-309,1.87847463193005e-308,5.63023490029352e-309,5.794016631136483e-309,5.826478896084166e-309,9.135857330537759e-308,1.0779749413870205e-307,5.748799357814416e-309,9.867917105013871e-308,5.614237607067813e-309,1.7535953679638738e-307,1.7589092090387958e-307,5.750237525439897e-309,3.812199627063718e-308,3.674167355407149e-308,2.846238815976688e-308,3.215823985652243e-308,5.66883799254109e-309,3.239754456947994e-308,1.0,5.674344086199484e-309,5.63499972264016e-309,5.594715180226613e-309,2.965938095872407e-308,1.035636440437817e-307,9.886266100354189e-308,1.6201944376597956e-307,2.4720321254430813e-307,6.976194370620147e-308,6.815807675824748e-308,2.80788350935845e-308,3.075231060315922e-308,3.0769971160063244e-308
88,0.0015051267053037343,0.004453110562032498,0.001470935176322152,0.001509893135132148,0.0015198887745549625,0.011769295827763775,0.04540790588889426,0.0015018890784805408,0.04023021634430313,0.0014692302171769262,0.0213294774024635,0.017113711046173517,0.0015029268289809777,0.006999838793431192,0.006808442401096202,0.0057101460833657944,0.0061702344322004865,0.0014839945535581654,0.006295424025736087,0.02083318652808846,0.0014858169620977162,0.0014763909453351586,0.0014658722329161124,0.00597795151267661,0.05605473531712387,0.05396967854313689,0.03201147999321252,0.02657943897056929,0.16102485962579033,0.4310678398724874,0.005703251303426086,0.006036733979667969,0.006053655813185147
89,0.04528977721834176,0.001819845066923815,0.04097141446559426,0.030951208200347097,0.02578726941447654,0.0013182717172976835,0.001230148929020087,0.04244836082496786,0.0012048123637118926,0.43386943065299616,0.0012734534081505354,0.0012925416541324716,0.027393396616011787,0.0013924830869264395,0.0013956889212812823,0.0014147760600963016,0.001409550258565807,0.035310587626539894,0.0014184455974488904,0.0012616943712799136,0.04477549338954108,0.03600965863195912,0.051243853965591286,0.0014218616314857708,0.001201635768988441,0.0012043563138803418,0.0012281154193831759,0.0012552177955353241,0.0011814254162403506,0.0011892987373768847,0.0014207919383527562,0.0014133161155319048,0.0014009843797863906
90,0.0018159091151482385,0.005383329919130812,0.001764167101496069,0.0018231729405585647,0.001832175127271459,0.012421467070626148,0.006754548803834927,0.0018036591295567568,0.006457839066953457,0.0017579293448085765,0.0077680072314383715,0.009277050502578878,0.001800201155471901,0.03491713157094616,0.04262405421922879,0.15872953132806394,0.21782201898111156,0.0017706179943857336,0.05765468575999025,0.008379951840980305,0.0017721670377282323,0.0017583671098517135,0.0017473778161333168,0.04915499236491238,0.006626456985491068,0.006510265274815916,0.007067102696896831,0.007549634701472829,0.006005124573471297,0.006061955974775387,0.07356796261328849,0.12560823656838072,0.10294320548090591
91,0.002724490494038094,0.009409046892388319,0.0026525509373125245,0.0027352899412421555,0.0027525352627454265,0.20088145409882255,0.022354654692416154,0.0027134007254426503,0.02000529851699973,0.002646212254219258,0.031280707556344114,0.04960090124394959,0.0027124818931917954,0.036529825940246646,0.033538302448474513,0.02060650770307563,0.025043107191279366,0.002671768627820067,0.0265532000133999,0.0340262133748501,0.0026743330617944702,0.0026548496357419057,0.002635948377928685,0.022886029776566112,0.020872807556330055,0.020415278213716786,0.02397878675109215,0.028018169322636028,0.01767148006085413,0.01802410701556041,0.02056173625440799,0.02374597676061475,0.02329906440166314
92,0.10067888003207949,0.0034985892350772336,0.10630117745390763,0.3759353371109679,0.04906733605699524,0.0025419141787666804,0.0023654767844768798,0.06117910592025815,0.002318612032367377,0.0571745920456892,0.0024498887934756423,0.002489088090931383,0.04030678663134035,0.0026920377598938657,0.0026995135381613486,0.002741760060689062,0.0027304755986962167,0.0384786897214573,0.002743561341647724,0.0024312278520992633,0.038279227152363766,0.0360818946546198,0.03989669928263629,0.0027509255498301428,0.002312384049859163,0.002316670108182792,0.0023641045867500293,0.0024165466572988914,0.002271022923575387,0.002285121728914152,0.0027515722168459217,0.002736475446035547,0.0027133054041102744
93,0.00821497764370662,0.522463614193352,0.007962993708688929,0.008314907203215831,0.00842624671395904,0.019959876974870613,0.01730262898045377,0.008256020840373579,0.01639361012116936,0.00793216235055493,0.018945195034297806,0.019233957577797434,0.008291617159125799,0.020813521743403268,0.020592623707755175,0.019081430333175817,0.01981288907787617,0.008136501609117684,0.020424628278196327,0.018197044432793193,0.008107218219527862,0.008043988756520758,0.00795567275995646,0.020118172894112624,0.016301627390705068,0.016172936611886485,0.017231663078234632,0.01826139496368929,0.015623306717036628,0.015647111109603005,0.019248190205469824,0.0196315011019442,0.01890076850742999
94,0.06432361238680724,0.0029636154733990575,0.08231369399094574,0.5318511878162724,0.041934215303380214,0.0021395382623597627,0.001991747646360426,0.047434058732320206,0.0019525280301705005,0.03776339008682123,0.002063121647774073,0.0020954092426644054,0.03313552838551417,0.0022642453689261243,0.0022704393311581026,0.002304451289940152,0.00229605125785739,0.02920405592487009,0.0023062258761710336,0.002047409841859311,0.02879916415509628,0.02722347804713003,0.02836078420604758,0.002311829111540493,0.0019467146149368306,0.001950204322273298,0.0019908436598844803,0.002035355280071188,0.0019113922392365959,0.0019228720648446285,0.0023120020299550355,0.002300233831821868,0.00228060054158985
95,0.0004929508922442224,0.0014887535879498245,0.00048159651020711634,0.0004948055644692383,0.0004977167206576175,0.005771446903374164,0.02164599040295569,0.0004915176659811356,0.03530816870913867,0.0004805752061946326,0.0112491930623538,0.008980801283757018,0.0004917333996335319,0.0028063615119699797,0.002726097531645985,0.002240591161029721,0.002456812462367193,0.00048523016074766194,0.0024809765823709876,0.015046132425595788,0.00048573263995867525,0.00048255444636208613,0.0004791790922062014,0.0023263077119082542,0.060481688906042046,0.05387458406366567,0.03403029955050103,0.019970707802482654,0.021495885477969885,0.018150064037397957,0.002220921709499714,0.002377806279828336,0.002391036400806915
96,1.0,8.32005931928325e-309,2.296748075420032e-307,2.585096022270677e-307,1.4478151680312967e-307,6.00514208001086e-309,5.59076356329996e-309,2.2194056951008127e-307,5.47582225851575e-309,1.9699085735897314e-307,5.792161990353794e-309,5.88297900306217e-309,1.209065042731736e-307,6.355248991704344e-309,6.371458284237954e-309,6.46471129600689e-309,6.439930352483147e-309,1.1237681139958103e-307,6.47654702151251e-309,5.74210159023991e-309,1.276323880409458e-307,1.0951949944966488e-307,1.2191649071760712e-307,6.4928215652314e-309,5.460768112673874e-309,5.472618821148414e-309,5.58408567473499e-309,5.709750453024538e-309,5.364727089084845e-309,5.400071604783464e-309,6.49061305034506e-309,6.45595752167979e-309,6.399350295491734e-309
97,6.49514485709888e-309,1.8796291080221143e-308,6.30704087676809e-309,6.517840925836217e-309,6.552261772772314e-309,4.054236017572908e-308,2.2882241696347556e-308,6.45082565162819e-309,2.175803104757672e-308,6.288128085781987e-309,2.603537517269169e-308,3.0851292609523196e-308,6.43706731141752e-309,1.0181497591688024e-307,1.1889119996035744e-307,1.0,2.5277664759824275e-307,6.33172545998828e-309,1.7997672476015844e-307,2.7760627652055337e-308,6.33819957625377e-309,6.288798456690097e-309,6.25002919398988e-309,1.9738625976922553e-307,2.234268689349071e-308,2.20059712226598e-308,2.3697617709428187e-308,2.5217176242757e-308,2.041843081170606e-308,2.0668000410861504e-308,5.74958452352587e-307,3.2842056999937023e-307,3.624716476184778e-307
98,0.001093249186361237,0.0036191444270256565,0.0010668931062717748,0.0010971205458804082,0.0011043696163522017,0.012787027589276951,0.04105515506981783,0.0010902722168124315,0.02039168893724555,0.001065077857685043,0.06895910822126924,0.028167676910496976,0.0010909379608443227,0.006139250290283212,0.005925551506407433,0.004706596889743557,0.005204996045909687,0.001076074626148871,0.005359187887106892,0.027636049357247335,0.0010774885655800688,0.0010701169577683532,0.0010620923972743447,0.005000796487499655,0.019683150447712218,0.022721238349771723,0.027876933411091005,0.043410549931767364,0.015971059387138477,0.01736080616913432,0.00471110974034278,0.005075205494786038,0.005045542501930133
99,1.0,8.300334929017964e-309,2.3119733932656275e-307,2.618534076591473e-307,1.4743518580820984e-307,5.993500892048576e-309,5.578919589783365e-309,2.291081509523143e-307,5.46444634521047e-309,2.005776753275893e-307,5.77971781967244e-309,5.870891031959614e-309,1.2168103113327099e-307,6.34468967273465e-309,6.36099860149639e-309,6.455344727476547e-309,6.42987987078525e-309,1.1452280665698735e-307,6.466525775715545e-309,5.73024397965015e-309,1.2647349969642438e-307,1.099375009459614e-307,1.2376916421013518e-307,6.483175539036887e-309,5.4498222751613e-309,5.461313289343066e-309,5.572519065539096e-309,5.697650153716825e-309,5.353985530901484e-309,5.38908883640415e-309,6.48126525711887e-309,6.44600185299384e-309,6.38960061771295e-309
100,5.361260905644156e-309,1.5899610844989847e-308,5.24088169699759e-309,5.38122090358132e-309,5.41603502158273e-309,4.119779535214274e-308,1.2955320419223948e-307,5.350964403400815e-309,1.5875869880247008e-307,5.232733424886384e-309,6.992057101097275e-308,5.760628779180604e-308,5.35518386383483e-309,2.4885307240745773e-308,2.4228460966088256e-308,2.0368892319651136e-308,2.1995837118219127e-308,5.287422370609955e-309,2.2364154579518533e-308,7.208596967572948e-308,5.291963012979774e-309,5.258892964103964e-309,5.22183486338227e-309,2.1220896229473667e-308,2.7987619995450363e-307,1.7823293559652966e-307,1.1653012959176399e-307,9.045455368917076e-308,1.0,2.908813335194766e-307,2.028061830891071e-308,2.1467303011678515e-308,2.1537470027954367e-308
101,6.43509949351163e-309,1.8857699754229117e-308,6.250783759668237e-309,6.455745433997876e-309,6.490006634952275e-309,4.611097295477752e-308,2.470437157127877e-308,6.3915421180715e-309,2.3375382909174754e-308,6.23329453586046e-309,2.83764599666083e-308,3.4169287921899674e-308,6.37868790111272e-309,1.3881805323852814e-307,1.6970143676005598e-307,4.412055579491565e-307,5.459624452394401e-307,6.2757804225528e-309,2.7203955953537337e-307,3.0388685087573375e-308,6.283692038816587e-309,6.23481529025278e-309,6.19572582420589e-309,2.536369138540409e-307,2.4020893273066715e-308,2.3699150920790033e-308,2.559576117819329e-308,2.736742461424635e-308,2.1838104430647e-308,2.2165400760457676e-308,4.021592784102708e-307,7.619369305240718e-307,1.0
102,0.0014191925112677695,0.004202443575486335,0.0013869180368384735,0.0014237721172686232,0.001433031003043322,0.011393623443662584,0.04648516484231179,0.0014159642702470956,0.042522403846609165,0.0013851332240440608,0.020898843983945613,0.01671699625186049,0.0014168833255281056,0.006699542407353787,0.006515817212993195,0.005454456341670382,0.005903549498325784,0.0013989297088326256,0.0060147946947598455,0.020737608699456078,0.0014006309261163487,0.0013917087318222282,0.0013818272079624042,0.005703430092975907,0.06140449125943385,0.06105384863474374,0.03296574072179687,0.026693579809805374,0.17303852854885785,0.34520206472542564,0.005442768593068126,0.005768332895672721,0.0057874113919977
103,6.390889386347675e-309,2.1022586817192336e-308,6.210894269066413e-309,6.415326987027007e-309,6.455127931850174e-309,6.754424721406241e-308,2.9381671476962237e-308,6.357856816267515e-309,2.732023228110797e-308,6.19524065658748e-309,3.5168398337017077e-308,4.4430490910197024e-308,6.350406012162695e-309,1.0,8.752157008481662e-307,1.0183951525101444e-307,1.5925154072700305e-307,6.24973143415666e-309,2.228110000323044e-307,3.758817474966561e-308,6.25529421162318e-309,6.20782434641774e-309,6.16581173563799e-309,1.3561778738172877e-307,2.8230381650968885e-308,2.772573756467841e-308,3.060743274800742e-308,3.3439321242654757e-308,2.5277448115035986e-308,2.5672677880066995e-308,1.0482254383535588e-307,1.4666647647359954e-307,1.2781738395707103e-307
104,1.8963645295683427e-307,8.154995516863215e-309,2.4423540166016893e-307,1.0,1.3440092742879438e-307,5.904323512729844e-309,5.494753209040633e-309,1.5793722771869361e-307,5.38676340233967e-309,1.3024629064883905e-307,5.690233997104927e-309,5.78089823886543e-309,1.0763948228224554e-307,6.253528756571233e-309,6.27073002803502e-309,6.36850407195901e-309,6.34226661344807e-309,1.0210979620653098e-307,6.372546915812852e-309,5.647448642044e-309,9.439068439999136e-308,9.199434352264133e-308,9.83091272892128e-308,6.38965607491999e-309,5.37265763233929e-309,5.381346485876247e-309,5.4922826326006e-309,5.61360708623661e-309,5.276427474631287e-309,5.30798314664279e-309,6.39057549050813e-309,6.35519017665075e-309,6.30132004306997e-309
105,1.793242398065777e-307,8.32523156658934e-309,1.9318874162190363e-307,1.0,1.1329035914981483e-307,6.009352295611715e-309,5.591337143256927e-309,1.253497593405132e-307,5.480808792284245e-309,1.0122906351329555e-307,5.792987676147144e-309,5.884589330454544e-309,8.915480908435015e-308,6.3620668920125e-309,6.37979438283242e-309,6.476558098499185e-309,6.45280318739043e-309,7.784940600580233e-308,6.480872267080313e-309,5.74917082518637e-309,7.842608478829297e-308,7.347828506321432e-308,7.657372442644792e-308,6.496736093738764e-309,5.464276691993457e-309,5.47437710723639e-309,5.58899104894924e-309,5.71471544975181e-309,5.364333495028e-309,5.3968999579443e-309,6.497783389199206e-309,6.464687217910983e-309,6.40936040319308e-309
106,0.0029798969726956685,0.8184639870693008,0.0028904838369834644,0.0030146094898829785,0.0030528730837061893,0.007739740810529312,0.006729038023706695,0.0029926504356539386,0.006362080923889851,0.0028789057745550665,0.00739451550100557,0.00748265579279395,0.00300504333201977,0.007949511054050713,0.00785821205560342,0.007205811748150992,0.007523892983781701,0.002949732445778848,0.007741444651494818,0.007081045677332973,0.002940460214700618,0.0029175224697667286,0.002885898167868442,0.007607057476655829,0.006315165675852262,0.006267169362648681,0.006697333501739392,0.007118727557271273,0.006042349980077688,0.006049143449482562,0.007265191814978221,0.007441064395066797,0.007156784270974766
107,0.019048545443797606,0.0014712118728706686,0.020633666685593185,0.017329447287984245,0.026871348486008275,0.0010492136258971943,0.0009803983587530266,0.03783490348950811,0.0009597205944903271,0.032080539598996004,0.001014896950210561,0.0010292906862460023,0.05256518239274654,0.0011067008849900922,0.0011088186694181606,0.0011220581839869077,0.0011184818580215958,0.10282476226236513,0.0011266647760829155,0.0010043878132919822,0.13672052616380878,0.15577880124344132,0.07149055307383748,0.0011290320619151558,0.0009571897326723828,0.0009592451612290291,0.0009782736493184902,0.0009999747644884223,0.0009414863044938976,0.000947685658558085,0.00112706731565532,0.0011213881490038016,0.0011111973749526284
