Frame@10hz,Group0_probability,Group1_probability,Group2_probability,Group3_probability,Group4_probability,Group5_probability,Group6_probability,Group7_probability,Group8_probability,Group9_probability,Group10_probability,Group11_probability,Group12_probability,Group13_probability,Group14_probability,Group15_probability,Group16_probability,Group17_probability,Group18_probability,Group19_probability,Group20_probability,Group21_probability,Group22_probability,Group23_probability,Group24_probability,Group25_probability,Group26_probability,Group27_probability,Group28_probability,Group29_probability,Group30_probability,Group31_probability,Group32_probability
10,5.4779338071457e-309,1.6733918885533364e-308,5.354070193435107e-309,5.50139745157616e-309,5.53282719281934e-309,4.741623128107864e-308,1.6331277486169033e-307,5.463466107314822e-309,1.0,5.34042321932022e-309,9.198718514248446e-308,7.06799415340423e-308,5.467306022542846e-309,2.709618513326884e-308,2.636359129853305e-308,2.185702195010446e-308,2.390279226550037e-308,5.394800458796096e-309,2.4066558359606823e-308,1.0516955507655454e-307,5.39926693721478e-309,5.364135269051517e-309,5.326033634865267e-309,2.259133313225499e-308,3.2707206831497205e-307,3.0873222222689143e-307,2.650143028521041e-307,1.504465014777336e-307,1.7475919316595657e-307,1.2841130117722871e-307,2.1631580953168345e-308,2.312402676229473e-308,2.319095856236369e-308
11,0.007076386797662492,0.576327981786436,0.006863983468209882,0.007160145530700517,0.007253577459603316,0.017947762759391393,0.015679277331091264,0.007109823361513509,0.014834325689990229,0.006837410955973573,0.01718817274480285,0.01737373110256724,0.007140498912221406,0.0184232267403233,0.01821423413777913,0.01673798457416971,0.017452528987745436,0.007009280983970543,0.017964552755122043,0.016457810668676142,0.006986046023769925,0.006931949268447242,0.0068562040882578,0.01766357677308602,0.014728921265892555,0.014616862405925251,0.015597394610226748,0.016554716377715824,0.01411283657206611,0.014127840188828561,0.0168795018647104,0.017269628136152407,0.016621825676971288
12,0.0707187539617714,0.0033300021688109664,0.07015824233532454,0.2748850877089973,0.1106208519241503,0.0023718895941005243,0.0022069823819653163,0.08744659031344879,0.002162747311338253,0.046546191873002886,0.0022865885326684415,0.00232228507766453,0.0658309161889778,0.002511699322092597,0.002518128998642233,0.0025548517922445117,0.0025453788858401383,0.04957955904630012,0.002558685812445151,0.002267997797613114,0.04323418047566944,0.04236144009027467,0.0419356439467335,0.002564958895379545,0.0021568496107792407,0.002160017606964858,0.0022056415729684027,0.0022552039855037015,0.002117935670856926,0.0021303371026899784,0.002563726987645869,0.0025500342669276125,0.0025275329072684937
13,0.0008268243457370188,0.0027483567351353723,0.0008037307818143334,0.0008300634633362457,0.0008351768788633014,0.009751534244615475,0.003993204563195834,0.0008226451861878277,0.003709299371858246,0.000801646389186819,0.004830946393028533,0.006186982743526442,0.0008217729268557783,0.13455429323823234,0.06763820935165242,0.012480331970595398,0.01878739267570377,0.0008087990075090226,0.023240749581440245,0.005191029460273633,0.0008095049739818543,0.0008033849039144111,0.0007979102244344156,0.015607638530788247,0.003834758821929206,0.003762353426125966,0.004177826479268459,0.004587050610426146,0.003414328761472267,0.003466494939882731,0.012614510480941124,0.017022252641012574,0.015413913699701907
14,0.0037420748192138406,0.7666482903655836,0.003630376541235895,0.003784675375608142,0.003831100632451993,0.010041475674818948,0.008706849601220397,0.0037561989152010817,0.008223615610875333,0.0036153541052913953,0.009594359429249726,0.009708249085867891,0.0037711264203578107,0.010276931132659243,0.01015484388739383,0.009274007024504082,0.009706661385368026,0.003701873629923321,0.00997757411768893,0.009181648992937958,0.00369113535234132,0.003662160818618282,0.003622796517334223,0.009793963258404047,0.008156845093683935,0.008096439574474123,0.008667754582448783,0.00923054703099505,0.007792702066207851,0.007801497829903435,0.009347065438606776,0.009591424289933502,0.00921838139959751
15,0.0009355619351635107,0.002778515968111865,0.0009142845143125056,0.0009389178982864088,0.0009448927326481249,0.008607755493276347,0.03207090245558793,0.0009334439927265025,0.03567769842044714,0.0009128395347681068,0.014943916322604472,0.012361897879047987,0.0009340098990487249,0.004710312489645965,0.0045799101766132175,0.003820735425708574,0.004142692000596067,0.0009220563141483104,0.0042099088601961505,0.017081229215613062,0.0009229353853055101,0.0009170894942610812,0.0009106813385340409,0.003983084267779945,0.09189748249269417,0.05046819213417593,0.028728793543441086,0.021386722938064113,0.11498818095878299,0.058231042350744,0.0038018714148615996,0.004036130030409583,0.00405527762577339
16,6.51790061162826e-309,1.995548209029568e-308,6.327127920118134e-309,6.537716479878504e-309,6.57986373647785e-309,4.606515864037645e-308,2.459229980083754e-308,6.47990681144541e-309,2.2936060786221204e-308,6.31489811567366e-309,2.833444261103791e-308,3.4083749033091875e-308,6.468316768839014e-309,1.3492505509821766e-307,1.5308718663478785e-307,1.8017701430341822e-307,1.7486552481238214e-307,6.364621221277613e-309,6.092091864681594e-307,2.964552853363815e-308,6.371886937694495e-309,6.322723223422923e-309,6.281611413346714e-309,1.0,2.3637615907710186e-308,2.334208462820252e-308,2.517164800181011e-308,2.700724975205144e-308,2.1642890807168346e-308,2.203849727764383e-308,2.8950665441672013e-307,2.79635862778946e-307,1.9851794095700407e-307
17,5.736605200658287e-309,1.894048939102324e-308,5.59980007078476e-309,5.7611619616786e-309,5.79568151673725e-309,7.209943750165283e-308,1.7858559440857314e-307,5.719626288113587e-309,1.3571853551235118e-307,5.58550974664303e-309,2.8343870678884218e-307,1.5015511523880183e-307,5.722803653561676e-309,3.3872885016294155e-308,3.270342331399209e-308,2.58039378249233e-308,2.8768020557796127e-308,5.643247462358164e-309,2.92394510321396e-308,3.554911116539925e-307,5.648484383963857e-309,5.609920612123205e-309,5.5688595877711e-309,2.705438546727862e-308,1.3574099792250007e-307,1.332405629884007e-307,3.0261727095868437e-307,1.0,8.811913262572926e-308,8.520219492041452e-308,2.5596680011247347e-308,2.77612635308096e-308,2.7674253406983835e-308
18,0.0013916391772937013,0.004640976112351121,0.001356682256135906,0.0013968612865860623,0.001405723326195256,0.04593668920296595,0.0190205869594731,0.0013868320701962513,0.01564668618635918,0.001353872831058981,0.033516229206786985,0.10759777840221517,0.001386896513528505,0.011230349957152455,0.010676408822432485,0.007799915399599941,0.008910301315784021,0.0013671537754719732,0.009227878756358167,0.03725268733445553,0.0013686120415726535,0.001359040018309003,0.0013493053787387156,0.008379067483826646,0.016796059240839486,0.016437245573708098,0.02096661495573274,0.0269304844221141,0.013129739766692064,0.013512508047876471,0.0077722777991586335,0.00858513238979622,0.00855449104615612
19,0.02807947108549477,0.002265463372098477,0.03227277497478976,0.024095847248893982,0.030772887075522237,0.001632160521587497,0.0015256422533092423,0.04225578641376293,0.0014941435189458553,0.05489871602996771,0.0015784465298611327,0.0016010816860451142,0.046924913819873536,0.0017217981633307043,0.0017252724178700436,0.0017470656899268681,0.001740889910174991,0.1351006713341385,0.0017531369875608892,0.0015629232844997067,0.08939058686880302,0.17829947660088888,0.3015688299013587,0.0017571586860143761,0.0014904796637699742,0.001493533910692702,0.0015226383638452404,0.001555744631321854,0.0014662828235851703,0.0014757943454709332,0.0017547513367682749,0.001745513581499181,0.001730116968327758
20,0.006672570633082974,0.6356983854631091,0.006463956949524483,0.006758176366873598,0.006859042436436243,0.014834748300607629,0.012928914978960706,0.006717770377440484,0.012279175887875169,0.006443685598007915,0.014058567732830748,0.014286571683816522,0.0067497476072821425,0.015628370067152998,0.015469309251403232,0.014501362459523544,0.014944690550886545,0.006623544982639573,0.015459918785394502,0.013526834092455507,0.0065941621931589565,0.0065443663494707165,0.006471356316995306,0.015275086172616024,0.01224157231770383,0.012137122342451248,0.01286872266002046,0.013570138252295612,0.011778819898541983,0.0117995175398301,0.014640169701344203,0.014848042926031015,0.014325579124236926
21,0.0013769903820378912,0.004208285353467841,0.0013451010258335849,0.001381875017808527,0.0013903042933390661,0.013524803111171877,0.08743442451127693,0.00137310437364688,0.0724561411652748,0.001342576753692705,0.030534654221280884,0.022440436143637936,0.0013738067068083694,0.007172645958312405,0.006962177934246929,0.005710157770649176,0.0062568126305262445,0.0013556893168885432,0.006350162740862347,0.03344042269822739,0.0013573158041257606,0.0013483718566037212,0.0013387517881844042,0.005962062234835393,0.08698074721351126,0.28862519556766925,0.07179700664381591,0.05085401242603609,0.047466925150079144,0.04753534247040631,0.005679251737045922,0.006075882784623176,0.006094039516408143
22,0.001305976053607374,0.00435690856342484,0.0012733141273514753,0.0013109075593555162,0.0013192025897138587,0.03721300151623373,0.019058805603231505,0.0013015278719706817,0.015503580176885908,0.0012706512351419385,0.035725922461984604,0.12013455664605531,0.001301654358772887,0.010157401050290189,0.00967637459634225,0.007136387103097729,0.008128502088188196,0.0012831736251517462,0.008401672790620601,0.03932235652848413,0.0012845486323310304,0.0012755798331340771,0.001266411960686823,0.007647631819868872,0.016621057323205873,0.01630521640689166,0.021206596699689103,0.028057356664117912,0.012834572816317513,0.013210483754544526,0.007109568892886144,0.007835345411163082,0.007806480296180578
23,6.411615960512077e-309,1.8515462924818053e-308,6.22832805782116e-309,6.43186941462117e-309,6.465618666203196e-309,4.480893118585539e-308,2.437115816432289e-308,6.36781053964117e-309,2.3090358741099693e-308,6.210989817315664e-309,2.7847974405461e-308,3.340050064280538e-308,6.354576651663157e-309,1.2614357789600274e-307,1.5061069550645963e-307,4.876057061638038e-307,4.092899239663098e-307,6.252378094683644e-309,2.2800594509310273e-307,2.983937184355293e-308,6.26019943697279e-309,6.211704013052683e-309,6.173278419138427e-309,2.313559329405607e-307,2.3740752976499153e-308,2.3411593147916287e-308,2.522842125319993e-308,2.689384398424245e-308,2.1614161301682723e-308,2.192749410770812e-308,4.211346110385219e-307,5.069257577482079e-307,1.0
24,0.0008162748893926078,0.0025914035632351425,0.0007972796677463794,0.0008196178091442433,0.000824536381340903,0.008180330263180137,0.04860782095025375,0.000814042000281905,0.03932940438006123,0.000795417011277318,0.02220192181178315,0.014288489705109767,0.0008145681267055203,0.0043380579382056176,0.004205790264963711,0.003410341229129571,0.0037577244471268356,0.0008035721667350924,0.0038104025952867167,0.02343322692185059,0.000804354896184509,0.000798994260666013,0.0007931994206790445,0.003558958670021133,0.032333736002617505,0.03469398119506272,0.08080319446548855,0.05757054898325942,0.01814735586011005,0.016743295375034103,0.0033852573918088133,0.003638594032687037,0.00363785915286079
25,0.0006740579811528489,0.0020128981423705354,0.0006541564349524586,0.0006760378433564048,0.000680228498874603,0.004314949902781718,0.00240014104564287,0.00066980811322934,0.002250421627030497,0.0006527962637576059,0.0027476791292510246,0.003271046799147631,0.0006684573760720663,0.010961364494770939,0.012430712308656926,0.023441911946094393,0.01764702736463838,0.0006576206955473727,0.02880163635105833,0.002877159260008604,0.0006584322178871718,0.0006532883115648489,0.0006491045969601601,0.052931748605911315,0.0023136389139782726,0.002287299909089272,0.002458372583047918,0.0026291891165492196,0.0021243566051469165,0.0021618874784501453,0.05177141498941716,0.030183060468586993,0.021619360345142037
26,0.023994134870685576,0.0016694669817184453,0.023776326458474065,0.021789697507845016,0.03823019962810975,0.0011865503129376846,0.0011076125583192582,0.05621941657773036,0.00108414498088998,0.034652655643600094,0.0011470305811141295,0.0011636111467210192,0.0764428364033281,0.0012525978814620358,0.001255077656199861,0.0012704286653327879,0.0012663074672193393,0.09658150682666171,0.001275471706745895,0.001135268087935955,0.10994908137690673,0.08442580445198604,0.05796800428710208,0.0012782026079657144,0.0010812683560189826,0.0010835466792387166,0.0011053402479993045,0.001130103755935492,0.0010632286960603602,0.001070226656540056,0.001276062850724453,0.00126955584695948,0.0012579245160573122
27,5.36677303468939e-309,1.589811046255719e-308,5.246097385253876e-309,5.386524497360273e-309,5.421107318220866e-309,4.1743661302272493e-308,1.3548118295455556e-307,5.355946697366055e-309,1.6782293506305384e-307,5.237853375408356e-309,7.141268466929289e-308,5.873682946040373e-308,5.359974419079095e-309,2.5074568026776866e-308,2.4410925810891617e-308,2.0506167408208737e-308,2.216119631035686e-308,5.292024249574513e-309,2.2521102009942766e-308,7.393150330756964e-308,5.296786287457024e-309,5.26356927428201e-309,5.22652242710933e-309,2.1358266791767643e-308,3.0706188703756608e-307,1.949741722906836e-307,1.2113755920418869e-307,9.313815494958653e-308,1.0,3.143538845816609e-307,2.0413622362288705e-308,2.161975286129047e-308,2.169709690626781e-308
28,0.001361817401212419,0.004018213635376972,0.0013311177523018017,0.0013663516241389077,0.0013752738780574577,0.010367528524000923,0.03636154498630376,0.0013589726475461469,0.03822207407528261,0.0013293830780897657,0.018338104543606678,0.014836518823607266,0.0013599834466237013,0.006236715605999814,0.006071217423018627,0.005107748406850369,0.005515242357507712,0.0013428691528826388,0.005616430493548213,0.018392926516207074,0.0013444014136347788,0.001335916334898224,0.0013264155914742067,0.005334014141924497,0.05309759073444659,0.04805827795946342,0.028753909936552618,0.02342698439591015,0.19015999599468683,0.15485444040259325,0.005095901653431787,0.005391717179218598,0.005407305804210881
29,0.000462417645090669,0.0013387075249352812,0.00044934834433419123,0.00046392477298435025,0.0004662519529928593,0.003489921557853819,0.0018560247479735505,0.0004592316240458611,0.001762878434352061,0.00044800528803350516,0.0021290065805281734,0.002570831742195168,0.0004583081399734351,0.010467064335025604,0.012644373890326566,0.025216615521331778,0.03790562619986497,0.00045095885813620413,0.017148371445995778,0.002301331361351223,0.00045153078577986935,0.0004480387351873743,0.00044526290020900996,0.015086510387128221,0.0018121507216159786,0.0017860177686240953,0.0019304155881906245,0.002060567407285117,0.0016419341976474048,0.0016646541680333466,0.020818851452861747,0.03099247146690348,0.06992765982148777
30,8.377126122507516e-309,1.0,8.10666788823694e-309,8.495972842220325e-309,8.623990116512953e-309,1.6735300016625826e-308,1.455491461184262e-308,8.434897854206387e-309,1.388178362979742e-308,8.072738680108495e-309,1.578044202595356e-308,1.6080610208344824e-308,8.47685696072363e-309,1.7860864737382536e-308,1.7720076524653154e-308,1.6845161670559947e-308,1.727083017508047e-308,8.308747205746315e-309,1.77865630914254e-308,1.527515331434743e-308,8.2673701673278e-309,8.202099445901424e-309,8.107721227587023e-309,1.76123438364154e-308,1.383096686558989e-308,1.372381706586345e-308,1.4521209660465974e-308,1.528159259457794e-308,1.3306150227586245e-308,1.3328824084943125e-308,1.6976112255087103e-308,1.716924218186902e-308,1.6598306759347655e-308
31,6.420970850748675e-309,1.9388525605740235e-308,6.23953314503143e-309,6.44569008479741e-309,6.477960020670235e-309,4.952116197336171e-308,2.5495355332771086e-308,6.37847818239987e-309,2.42875462938583e-308,6.21833809042699e-309,2.9644944651365213e-308,3.5974794312099627e-308,6.36717137716123e-309,1.4903822307790864e-307,1.9388376354811602e-307,2.4428266638368077e-307,1.0,6.26355106165213e-309,2.2900743726320105e-307,3.2157574827030734e-308,6.269970019201375e-309,6.221212784531683e-309,6.18158626633485e-309,1.5707803827516412e-307,2.493022400303461e-308,2.4515701123872726e-308,2.6739295778327786e-308,2.873072406036639e-308,2.24612129289814e-308,2.271316314495853e-308,1.8173472925963778e-307,3.900025285496697e-307,3.845489596349817e-307
32,1.5610670440574793e-307,8.59311242863248e-309,1.2308607255455811e-307,2.145075962876216e-307,1.0,6.07903943646136e-309,5.658267332699984e-309,3.2911369739103757e-307,5.54106493506137e-309,1.0850068478637194e-307,5.86374890889982e-309,5.953818903123016e-309,2.6875387715974837e-307,6.434416231571946e-309,6.449473607693924e-309,6.5381314532692e-309,6.514909346315024e-309,1.4902482881492037e-307,6.555053901726357e-309,5.81059856104221e-309,1.2462394603285444e-307,1.1807017700216088e-307,1.1022300777918674e-307,6.570448747889715e-309,5.52619474068207e-309,5.53541382528006e-309,5.6517046046018e-309,5.77997909262477e-309,5.428313717516734e-309,5.46172508327261e-309,6.56362898933654e-309,6.528712498390857e-309,6.46929089741878e-309
33,0.17977219194462946,0.002366158747646625,0.05522923523643278,0.051402184573130984,0.04967299462602619,0.0017015017530797622,0.0015843344642636598,0.0893006098618192,0.0015514331969012278,0.06363190718484579,0.0016414472967356338,0.001667003033614819,0.041611731631205774,0.0018005067702102893,0.0018049194565414614,0.001830764934968578,0.0018237875844850065,0.03809114324176216,0.001834897171538395,0.0016267059888978989,0.044549603591793226,0.037112537471289155,0.04074816407796023,0.0018394704714009644,0.0015472834993045892,0.001550608246842332,0.0015821586040337715,0.0016178075300583743,0.0015203082546094708,0.0015303775383808417,0.0018383718102333107,0.001828468225290276,0.0018122352793632612
34,1.018466720320717e-307,8.082937882807813e-309,1.1767767104289922e-307,8.403614966156044e-308,1.0876793627016005e-307,5.822127549726625e-309,5.44424024760655e-309,1.4940402347531347e-307,5.331391768171794e-309,2.153588843966973e-307,5.632826001171784e-309,5.712606994418324e-309,1.668483161070508e-307,6.13863228825411e-309,6.15078631615373e-309,6.22638961740784e-309,6.20552517003674e-309,4.293247487749757e-307,6.24917849829782e-309,5.576490041650013e-309,4.387766947427561e-307,7.369330198715456e-307,1.0,6.262869635572217e-309,5.3176641754795e-309,5.32924410502047e-309,5.43293508356136e-309,5.551451976241697e-309,5.231487985707947e-309,5.26583021524776e-309,6.253810315936437e-309,6.221956112580777e-309,6.16691043102972e-309
35,0.0012406077876694905,0.003630921739811604,0.0012047905736330157,0.0012445441406355672,0.0012512719715078962,0.008484868533074737,0.0046263359747551105,0.0012321870701452555,0.004375241755216472,0.001201503045179034,0.005302512467644286,0.0063527137878248065,0.0012296456988933205,0.024914162451518573,0.029941864078332558,0.10324476134543886,0.0787929966474358,0.0012097173142858937,0.051341779601572095,0.005651698001253451,0.0012112350545369116,0.0012017785380679204,0.0011942434948281574,0.0541399149236341,0.0044940825857942394,0.0044359949749188075,0.004783291830920839,0.005110872953686232,0.004097000524696905,0.0041592249419417455,0.11816689491970511,0.1696462046070294,0.22337901434724827
36,8.15912366385169e-309,1.0,7.898859074410346e-309,8.267595968055034e-309,8.389997627080207e-309,1.756739380033896e-308,1.5173798521599953e-308,8.212995435023924e-309,1.443740239537229e-308,7.87066202373755e-309,1.6500621772923574e-308,1.683966825199958e-308,8.250895836307005e-309,1.877366908553504e-308,1.8602313617450244e-308,1.757797120257894e-308,1.805354096098771e-308,8.092420967959275e-309,1.8665427370680765e-308,1.5939683960085587e-308,8.05437033176385e-309,7.992512962342854e-309,7.903666097517445e-309,1.8468909046616834e-308,1.440351217834432e-308,1.4275516871640495e-308,1.5133734665783447e-308,1.594917768594924e-308,1.3843635383666964e-308,1.3867038964267264e-308,1.773516807021199e-308,1.7946943755506173e-308,1.731899439614943e-308
37,1.062218222594945e-307,8.225244491156074e-309,1.2531098834117562e-307,1.027794072631454e-307,1.5687748666447272e-307,5.87696179829625e-309,5.489539477689743e-309,2.3107883221119258e-307,5.37615862004808e-309,1.6527281761370915e-307,5.681616870688756e-309,5.763345415256157e-309,3.404501429839965e-307,6.20260825189914e-309,6.215182522741135e-309,6.293066948220713e-309,6.271718555857964e-309,1.0,6.314938165332164e-309,5.62609740883379e-309,3.2807578928448526e-307,5.4271446490388916e-307,4.053476757700595e-307,6.32897255483827e-309,5.36250374189002e-309,5.372526241520926e-309,5.479718323534627e-309,5.600150449399984e-309,5.2736338855472e-309,5.30684544210484e-309,6.31966161923265e-309,6.28685050253897e-309,6.23062562432632e-309
38,1.0413964550880582e-307,8.323545501981424e-309,1.1610406890907078e-307,1.0332282871857914e-307,1.7087867210398881e-307,5.92220080688626e-309,5.53140496208288e-309,2.4600572185403433e-307,5.416205481607977e-309,1.4847560727823954e-307,5.72606523859057e-309,5.80793656275584e-309,5.1590197798584515e-307,6.249731436029194e-309,6.26208185946179e-309,6.33860850787092e-309,6.318015340059475e-309,1.0,6.362392860838264e-309,5.66883799359843e-309,3.483594131951894e-307,4.9838496748662876e-307,3.115842151892816e-307,6.37602036268905e-309,5.40209061369965e-309,5.41234314858116e-309,5.521029057617783e-309,5.64324746302057e-309,5.31231252149492e-309,5.345923411136955e-309,6.36557487342686e-309,6.33309680055579e-309,6.275780422513756e-309
39,0.020449391026740035,0.0017795992664825842,0.02228031702758175,0.01731309810783885,0.024178785104372102,0.0012773907036006523,0.001194109494276766,0.03294878672126045,0.0011691348935312046,0.037225582795671196,0.0012356238063195534,0.0012532047693791495,0.03935162724175735,0.0013473045641660439,0.0013499069004952193,0.0013664502445270457,0.001361765444132037,0.1091173765329773,0.0013717913496463876,0.0012230183413481706,0.08948810060974761,0.2769455288299214,0.15786627220273955,0.001374849790483409,0.0011662523454068236,0.0011687205584159828,0.0011915222067019518,0.0012175860271885564,0.0011474099947000119,0.0011549653065443962,0.0013726437070456592,0.0013654779665165026,0.001353261887887287
