Frame@10hz,"('Pose ', '1', '2', 'delta pixels')","('Pose ', '1', '3', 'delta pixels')","('Pose ', '1', '4', 'delta pixels')","('Pose ', '1', '5', 'delta pixels')","('Pose ', '2', '3', 'delta pixels')","('Pose ', '2', '4', 'delta pixels')","('Pose ', '2', '5', 'delta pixels')","('Pose ', '3', '4', 'delta pixels')","('Pose ', '3', '5', 'delta pixels')","('Pose ', '4', '5', 'delta pixels')","('Pose vector ', '1', '2', 'delta degrees')","('Pose vector ', '1', '3', 'delta degrees')","('Pose vector ', '1', '4', 'delta degrees')","('Pose vector ', '1', '5', 'delta degrees')","('Pose vector ', '2', '3', 'delta degrees')","('Pose vector ', '2', '4', 'delta degrees')","('Pose vector ', '2', '5', 'delta degrees')","('Pose vector ', '3', '4', 'delta degrees')","('Pose vector ', '3', '5', 'delta degrees')","('Pose vector ', '4', '5', 'delta degrees')","('Pose ', '1', 'vs prev. time', 'delta pixels')","('Pose ', '2', 'vs prev. time', 'delta pixels')","('Pose ', '3', 'vs prev. time', 'delta pixels')","('Pose ', '4', 'vs prev. time', 'delta pixels')","('Pose ', '5', 'vs prev. time', 'delta pixels')","('HDBSCAN', 'Assignment')","('HDBSCAN*SOFT', 'Assignment')"
57,45.219583872373285,331.6055869006602,172.93265752710377,416.244422015422,294.9507363903633,131.4896173711123,371.17622797286776,167.83486365189307,205.14721675483665,254.54094252817325,1.3065125573093743,0.03237739887470745,0.40248330657099524,0.13037384125134988,-0.3495598748856554,-0.18709145711083958,-0.026878505411162216,-0.4905030288375304,-0.17907526231796564,0.027871238618172162,2.9250459236172626,2.7598934902622347,2.956291745246236,1.865174681370263e-15,1.1994769913462453,3,3
58,42.93123843366107,328.47899017514345,291.0532479639279,426.52117507650036,290.91777032930946,248.1270012609715,383.5904858980845,146.3590460882009,199.80231015877072,135.52177625406708,-0.1978625362081893,-0.08732662947682912,-0.7416055263007286,-0.08854639048036261,-0.03135792470646945,-0.8331001464513483,-0.0759028270836841,-0.5843303956942192,-0.11798845795136427,1.335205040480794,2.5248512789538267,2.3014103822526195,1.619825828236487,4.944160007866467,0.7332400838020909,27,27
59,43.211411471346,328.8545983412691,290.3041466397755,426.4568362309771,290.84730429861287,247.09302240897213,383.246406755584,147.41178324747054,199.61452328133177,136.16249504506325,0.24200653607367234,-0.10438392701421864,0.21613789009650283,0.13898265255495904,-0.0569267374229552,0.21177138745131113,0.1269307162595086,1.1751796972539585,0.5687601060353311,-0.04250851864893455,1.915459973130027,0.8040082618932383,1.8706647399126781,2.2800899747602634,0.8296175208376132,25,25
60,45.68959613340831,336.10906437424455,177.12310221180476,423.593934714599,298.0049473072178,134.03127476456459,377.9945634215241,170.50729175182752,201.76838459510864,254.60309150926844,0.3151859498852868,0.31874491092870927,0.7711180145461993,0.27883884710578877,0.6158735064546084,1.3670459041949112,0.2995360067812023,-0.17686924431956463,0.2734270828436626,0.008921856307540088,3.1144380141065096,4.954389529457525,6.703855577180256,1.865174681370263e-15,0.662706422450644,0,0
61,47.18205341916905,338.438362480304,178.5116338295651,424.4793122496954,298.6613185808178,133.88747241913086,377.3606608745825,170.86466426264624,201.50440898937208,254.66098284385689,1.2126421746015001,-1.127081663852847,-1.3235563156208876,-0.5399038354683359,-1.8686893690629294,-2.800365999766866,-0.7921228661717371,-0.9234043990792861,-0.3409655772128207,-0.04635080884275235,5.0039107861178715,7.703394691237977,3.4999431073578244,1.865174681370263e-15,0.41970243534538315,4,4
62,46.346319332946614,332.79520545938004,307.982463986384,418.3123790072359,294.561811314708,261.70615656730996,372.05390353042304,163.65283046102778,204.58819933837842,110.36243614051104,-1.6806476922346465,-0.6395112955059923,-0.39104870492295907,-0.2684436254968026,-0.33766911130370514,-0.15172248964236446,-0.08248942057091477,0.056746757528389445,0.05207804597845077,0.08852385263097942,5.245495879076069,3.234796354653513,1.1569585578999915,0.0,0.7863797141065244,15,15
63,45.52949037444637,331.0028735607843,304.3735891063945,415.8290761721592,294.26219535450133,259.02023514820274,370.4868444321028,162.41053679788763,204.11737883565806,111.46740098311007,-1.4355207615863486,-0.159967962563498,0.02593070722635374,-0.020029270341151678,0.09483977754947222,0.29267791000406723,0.16123000501126014,0.056516803751544456,0.07430007907801332,-0.14381697853477896,3.891087127652545,2.3108665035241525,0.8870553642078753,0.0,1.1735014301366855,16,16
64,44.48457031743468,324.64221499739693,308.3674230546719,422.9880976900618,287.7173174913477,263.9534420563828,378.5796985565396,157.49455617654107,207.15464119987573,114.62967561121951,0.25838443162361424,0.11669736826184644,0.287887501773415,-0.021778444108070484,0.23569254010405397,0.3034295117986659,-0.04592742957278559,0.6731712606187221,0.12161872897931582,-0.850686949219513,0.7058668308868612,4.765542126342204,0.9500130215164508,2.0343019156556332,0.5158167268326049,1,1
65,44.55961080189803,324.7657122687027,310.83990939469595,426.4371068996613,288.26693763602765,266.4027760060973,382.0296515864779,158.4613968269825,207.96981878675783,115.66891746186184,0.631413721548383,0.19606878446306272,0.851027531331888,0.04544730650817404,0.09256068486253055,0.8838876895488562,-0.027190280547950786,-0.10439877489172225,-0.08436098324823924,-2.131076682825162,2.2780737808720644,1.4329988825071913,1.0908297596342305,4.626850366247776,0.8587864038413262,1,1
66,44.74772156436946,331.41140462859954,171.95953748969796,415.18694147027185,294.590479067959,130.56393245047346,370.5246780415692,168.4711804004891,204.68346355778525,254.45481370652803,-0.7156309569452611,-0.30905670963992726,-0.6490923081723062,-0.24021543790214667,-0.15376499522442133,-0.47559539473547285,-0.17429686681189474,0.06512999664365791,-0.1412910311753338,-0.02026039915292888,3.8121702638831145,2.508720746580826,1.8149366327434406,1.865174681370263e-15,0.5362734637471249,3,3
67,44.930860778427494,332.10895550774757,303.3852667560752,414.4866721768388,294.86631838656643,258.52926144558927,369.6386609005176,161.45042453669737,201.544646585616,111.1165355103525,1.2893055849555641,-0.6826527927934778,-0.5499223356124491,-0.3501600577062734,-0.6328072257344155,-0.840766685214657,-0.5266787601289891,0.26240775794341387,0.19087851498153283,0.2071785742089739,6.593544114362468,5.455278968916511,6.735484592166866,0.0,1.1702971426387265,30,30
68,44.94826667594881,331.43832716109927,292.1934990992549,416.29163779282635,294.91635595915244,247.7423001651596,371.4819146797347,163.62056742659163,205.09180309248936,125.2067768759044,0.12220326406265825,-0.07222886841010667,9.476323395787453,-0.09912866245787481,0.03401541225723699,13.146213141604093,-0.11168682163848626,-31.901757564602963,-0.17067895730487004,-6.749812530256798,4.516633411824477,4.271279660426851,1.8457789461843421,88.6877059795201,1.0768404588365341,-1,13
69,43.63147478011046,324.51081741129025,308.3188007836677,423.5421627258002,288.4284897564659,264.775585376101,380.0068962268195,157.30561343553367,207.01495648657865,115.24908312947234,-0.6095223477449416,0.11034261087639907,0.6553163759461395,-0.010539089745493647,0.059137526945492055,0.8454455724718043,0.04550322334031677,0.9460809507373132,0.2882945220634365,-1.7977176707813307,0.39191783447963563,1.5319301955038926,1.5718088064605928,4.287947764260661,0.630407308757899,1,1
70,46.72079951900749,332.3418658205201,305.7542620899239,417.1400326745772,294.1326293242774,259.15642843761833,370.5559661808932,162.31793651057785,203.45503193824527,111.40539036982659,-2.3755290434822696,0.2146365531665808,0.27662002100497746,0.18898058127083783,0.47922449299132447,0.7442521187160539,0.503185703019928,0.022841522087687083,0.26346745538754435,-0.060820106838485974,3.4441663044186663,3.819206604436144,2.6754958271749807,0.0,1.1549733589524844,-1,14
71,42.74867742814215,327.7408822922276,290.61261520471845,425.45088792393307,290.238768315515,247.87860634479077,382.70298054324354,142.085046858347,199.2056811435269,135.0768731165869,-0.7333426364319146,-0.05467131276165479,0.5289777176256802,-0.09860432176984082,0.03096469935916739,0.7473729401991421,-0.02779731948061314,-0.30642798923725134,-0.1445439153262335,-1.431559856881288,2.4812380644188066,1.665881955239175,0.894812299763428,7.973793097460764,0.8143269253386127,28,28
72,43.80686426623182,323.79862801954425,308.8421561744442,423.4585408835194,287.9055068948369,265.17177568229124,379.78339408488927,156.46719282168115,207.68493762017138,114.62403200028034,-0.006868966735940306,0.08080395058862741,-0.5586054988722754,-0.05968854392344143,0.08663612987607303,-0.64934495430293,-0.06601583076084644,-0.27356952324714684,-0.14428103585201157,1.272195213618598,1.4695186426066105,1.4811189597384966,1.680255274939128,3.7024751979762236,0.6672390027531233,1,1
73,45.31834008679902,330.307644920473,294.39112573353714,424.9279362024847,293.307699231357,249.57050356270307,379.82492208817956,140.65497544638686,202.84734771487388,131.5924618781554,-2.276760141272074,-0.0752832154567048,-3.1005570807507423,-1.7065394897380102,0.0867095557517999,-3.30824925270532,-1.6548886703428236,2.845289730093617,-1.8410267158940834,2.078924367885172,18.281010817821556,13.953980018354535,9.085550232400573,19.11971446242771,1.9677301848753666,10,10
74,45.82075757610813,331.6188538247814,172.3381279182663,415.6697216979428,294.1848778414705,130.17274853368525,369.9611027574692,168.251181342664,204.6536599273934,254.60351034907038,0.3169811270219566,0.26556573999289745,0.20329559481855217,0.10304951817992616,0.2732553790410271,0.15197451407762383,0.07650385687313388,0.4334652022232688,0.30324798857051305,0.011915199191448404,1.6941689898828218,1.3106462758196675,2.0389525846474865,1.865174681370263e-15,0.6314424024215564,3,3
75,42.874364622531694,332.11469297208026,167.669741518596,411.22226853381835,294.05128701325316,126.35039115534845,368.4186172392642,172.0314622833305,199.15912370505484,254.73846527161103,-1.8622803948140805,0.2922423474428037,0.6162519166338412,0.21841352660882254,0.5558110915394652,1.445177765268002,0.4609141944745923,-0.15744081730667858,0.11407799663690443,0.09137590127872838,3.8866704556845697,3.9594116196637854,1.2886599563110543,1.865174681370263e-15,0.6333070563641696,22,22
76,44.38274950810527,330.4666854401063,294.79800313439796,430.2620080280514,292.07716916449846,250.4649382012266,385.9008031002109,144.33355231110758,199.8888994125232,135.56557858537047,1.4637116448223801,0.49255598201026557,-0.8225493775380334,0.18043967880819464,0.27102735716378334,-1.2326609558663415,0.029205176913434515,-1.0278242507090336,-0.46379432194056736,2.3880764547683704,4.540437766075782,2.2712905947829967,1.9249049307821735,8.561410984853325,1.2281786354345927,19,19
77,44.28426297584841,331.113562652922,171.85103523212715,414.7693804565785,293.9841849221555,130.4168632768253,370.53917223456295,168.23082543649048,205.1195947084461,254.34139772602273,3.8413473480130005,0.08457401672557432,0.16572117334870878,0.012402980598570285,-0.5716598100068088,-1.2292183049673053,-0.45509653974800574,-0.1756877536721902,-0.34450870609389617,-0.019409012734069944,2.4764398336936297,4.545260316605511,2.0172705556906743,1.865174681370263e-15,0.8207419520556707,3,3
78,42.34344566432197,326.8659573207826,286.4403015691026,423.7764771858485,289.9063963975099,244.10009639487131,381.4334292806973,147.1855746732377,199.72707785596708,137.3634563006967,0.19681321107590888,-0.09417642665972878,-0.19977432772589623,-3.5530507236728945e-05,-0.095674060914989,-0.2682007955166832,-0.02168464698504693,0.24081522582220916,-0.08902375934811017,0.411074176207269,3.305613307991963,2.253834468749871,1.817844045125402,4.006612606104121,0.7710747587958884,26,26
79,42.82667384584564,332.07487314437077,168.3913054484815,411.68735835353755,294.53082508201993,127.42738701943877,368.88657099910506,171.27739008228795,200.38539179542622,254.83513983938084,0.10245214461240298,-0.005379512075461298,-0.25546756006120863,-0.09042901706797987,-0.08847368593099236,-0.4789309948444245,-0.10876559289090812,0.24061627221507026,-0.13219142482147597,-0.012958291553118225,1.88498045995479,2.328376122335994,1.8413367966241432,1.865174681370263e-15,0.8559914467376112,17,17
80,42.31742288960712,327.55390364477506,289.01081550510037,424.1031450851139,290.4700476021421,246.70204544238825,381.78616750165855,143.72780370280256,198.67384625455568,135.23994999538516,-0.5045543090921768,-0.17035506630469316,-1.0927223146472276,-0.16640128588167613,-0.14065370200983737,-1.1928053254873188,-0.12744782234543872,-0.8705549414416431,-0.6298075009571711,1.8292036844195914,4.605622195325626,1.9988464553164729,2.6830476297815027,4.889628736327587,0.6036766107130614,27,27
81,81.9362402054436,355.8899638898563,314.86815753574507,423.3694561211981,289.06938851697015,235.1372233255473,342.04061988846996,123.34726715101768,186.979922149818,115.06698873994542,12.441957875094293,5.843637704942661,6.1614969238498425,3.7636443315417667,2.140775457743148,3.374290213264204,1.7102147941491044,-0.013227485523018168,-3.8101322394425527,-3.7855723201134452,39.57825931934243,21.484397088616078,14.522531920738023,3.7441788786897106,8.833178499013277,5,5
82,46.24534473003275,333.8625691583917,173.38198044159697,418.2958555833325,296.1271675943244,130.6628477651847,372.2010594320629,170.25655978214073,203.26530583059073,254.9039406214538,0.9299834580389161,-1.1217554324341839,-0.8284588887890058,-0.2812935483571573,-1.3023569036350027,-1.243552263896096,-0.4208963966399928,-1.4761384644164282,-0.7451132660993689,-0.011380521136627419,3.5263755618205517,3.089837139740929,5.317620653776074,1.865174681370263e-15,0.949796734593801,4,4
83,45.04821848722997,330.94164656282095,171.91842351320577,415.0799257594552,294.28430737685034,130.58281229973713,370.15692136321803,167.9092873878793,204.97448868929578,254.59636316764053,0.3397002727777951,-0.15631458979622928,-0.35374573545506116,-0.09666567032041201,-0.15549886075126912,-0.49881111417439133,-0.14439202351990627,0.118868525250729,-0.01914445046433107,0.007084258410699904,2.5220247689821758,2.0825559218543086,1.1039207539608826,1.865174681370263e-15,0.8522844415035401,3,3
84,42.38682680787716,329.8267653839655,169.76659668752743,412.7378319185295,292.9891336724653,129.2855336884292,370.369834794504,168.51912980238026,204.7097109141239,254.6994752009687,-0.13177980458944422,0.05604133084425208,0.023497549523739794,0.006699242358367615,0.10033536874290774,0.08554979889040643,0.021751802810221012,0.15183637415536383,0.08293223457638202,-0.03261975401183833,0.572703715488897,0.7135604840592916,1.3111154610894682,1.865174681370263e-15,0.6891552442184293,2,2
85,42.34640527328145,330.32008560476675,168.98561298740765,412.4077296663665,293.42926049449244,128.54602090411274,370.08074242277,169.4212341613858,203.23303477884963,255.09166381249176,0.01925033512778901,-0.36562805230204776,-0.42580797041512086,-0.15653836157345605,-0.4157528030769986,-0.5301149090908154,-0.17736596541913244,-0.4532878932445038,-0.5132929254809423,0.02637669166394885,1.8293516537274406,1.7104046336826824,7.1745622312796495,1.865174681370263e-15,1.189047380695584,4,4
86,44.02121342476129,325.0923810119992,308.2581730550434,423.70598592705375,288.7652404512908,264.31431790088783,379.789633610865,159.69706899307457,207.09464654314297,115.5369182715553,0.7057636162584257,0.07903047892387512,-0.6563753525729243,-0.034877610975350075,0.014111750236453228,-0.8803532822924033,-0.11787330785420413,-0.4019724672442449,-0.3712632346993857,1.6239951610433279,0.8539461750879012,0.9825328084611646,2.1723873017513355,3.920696533216633,0.7124419044265266,1,1
87,42.048955594573506,327.2509924904682,288.49725052609193,421.8162730476745,290.4324191314782,246.46488878974068,379.7700112401487,142.31853591159805,198.83013881672252,133.66264567889263,1.062718969750819,0.5525441195091829,-0.7174605028354829,0.46118242131999376,0.2400494853641788,-1.034399607192724,0.3978899816023611,-0.6876175454535031,-0.03272231884133825,3.0659941992841917,7.333157540437174,5.307711214489711,2.784762160719053,6.1885493023086955,2.910384751838217,19,19
88,44.228882539361315,329.78920562546836,295.7098665584792,429.995607919506,291.38056897829193,251.51627877848918,385.78190560152274,143.99793477964135,199.70530752571108,134.35609426668032,-1.779297678648312,-0.42711327814926425,0.42398082979312646,-0.2343801081250011,-0.1251146974097918,0.8226871507785566,-0.05255624129005816,-0.18230706845895514,-0.08879918809415314,-1.6835535935125239,4.07814561544728,1.7700487426766516,0.9614905144660338,4.787053532793822,0.859332811482686,29,29
89,41.95391153344695,331.34554746004875,168.91663728585058,411.92967824866565,294.4533780948677,128.64873899504047,370.0174927135761,170.40141731811195,202.04562083958174,254.59979425685466,0.03245351225607351,0.36403916186593666,-0.2657365473733371,-0.08357473251176974,0.41198283381955325,-0.380832000182938,-0.09637956016238994,1.0636213187102737,0.14615264794277422,-0.010955272674640705,1.783305887753814,2.3571946904537455,5.717759694716359,1.865174681370263e-15,1.0659120556778585,9,9
90,44.57771028579318,330.1787966347169,303.29754322521484,415.15722711644554,292.55141396734143,258.76285769345026,370.6258313863538,162.88341045462235,205.01595674789374,111.86891099631644,-5.288543230149225,-0.6942278337461979,-0.5393832662146896,-0.3972866269698514,0.16013914003438792,0.29217389021956974,0.20153743978066288,-0.07746390852731819,-0.04268837201913048,-0.00758160413644314,4.172012944698836,2.9337949225669453,1.3786621614310688,0.0,0.6429479706438179,16,16
91,46.04110862126271,328.12361953398926,316.0368361624996,436.24577553720025,291.6708327226574,270.5395413888471,390.78695257343196,151.0400786442997,205.12308937173887,120.27615941355653,5.966507241737564,3.8543153813848385,3.1027541064213975,2.084471311128188,3.107754146943557,2.5033236874948974,1.5551916437453266,2.257049914725434,-0.17212756278905478,-0.576568667471528,29.528737712608947,24.401266413220124,7.134821607387689,8.52686923473307,3.5361883479848126,5,5
92,47.44456593377407,334.7581864285501,176.85287278834065,422.2650858892886,294.4870921973051,131.65504579362047,374.8581776413884,169.5215907644546,204.26607749235077,254.11564379189056,2.907079790354324,1.0159811709245408,1.0102339001143992,0.3280151231271101,0.6993832580436922,0.2915395554236079,-0.0013508174888150343,0.950716998525971,-0.17316994720843581,-0.11482897577414167,5.172414145823732,5.217521271963801,3.89631098881045,1.865174681370263e-15,1.3011263465065688,3,3
93,45.210859914415636,323.67168281209734,307.16793398244886,421.7434990966755,286.40773797786125,262.02046360840967,376.6231757747675,160.75748202436665,207.93380797245666,114.65888713905609,0.5195083878798978,-0.005122933447429305,-0.3677921443652426,0.01072985324326036,0.14176510614277557,-0.49535397289706257,-0.03102491612024268,-0.49382810035358604,-0.25033053787945875,1.0284320441298704,1.2878885760624634,7.372133723143709,1.6139492250130036,3.4466148795947302,0.4574507440272982,1,1
94,45.45449136145939,331.54800937648946,172.74478744296889,416.29077195362817,294.32384012207234,130.84276011210042,370.9373004321219,167.8243932837564,205.01429057479447,254.8352090411627,-0.5415844004013455,-0.1093445106037714,-0.11198118288946236,-0.06293424117919341,-0.032979787823660865,0.05854930261845838,-0.0020358710943321583,-0.10221113448033528,-0.04890774045045602,-0.035666619030649147,1.5840921652245985,0.9203073297368816,1.6930115999571442,1.865174681370263e-15,1.093229663067445,3,3
95,43.23144256075369,328.3556300691414,290.2619634185308,424.6122784873685,290.63356137682996,247.03892699214578,381.3839440450797,145.92607211736478,198.21098452048247,134.37992055058393,0.5710563699722333,0.28691919236848645,0.2456268071682031,0.21057139022498664,0.2544367612439145,0.18803870055455288,0.16962624313756736,1.0660101692309014,0.5039008450962694,0.12369117872333346,5.199685559256622,3.246366493228387,1.8561570845929682,1.9415470991683996,0.9259217096147867,-1,24
96,45.25369101278634,332.3949661209844,172.08304296291672,416.0332917310024,294.8528469100907,129.91628310085926,370.85948808892493,169.6828275862622,203.29739230180905,254.41734347175762,-3.437729709748696,-0.07422789786482645,-0.8392262281612286,-0.2762150399416681,0.56124801137637,0.25982700814597526,0.12034298123223561,0.8384419073348865,0.21660766416142793,0.024609363416672095,4.937257170315808,1.938405763671421,7.5288393422741455,1.865174681370263e-15,0.7370043229416723,0,0
97,45.30143315871313,331.3164115920115,304.18895217828003,415.9542850282149,294.80193141516634,259.0658444007171,370.83688433728344,162.51148375623052,204.5611226504475,111.77145405340362,-1.4646547578331803,-0.2856741426300286,-0.3853114637441031,-0.2958666816293979,-0.25552140330436124,-0.22210631413989332,-0.17081417617682332,0.2956491135267338,0.2178260827320509,-0.052380139237971524,3.022694856106238,3.209717980337536,2.3580433022798992,0.0,0.48023406751092296,15,15
98,58.203375185322734,313.07260201170175,261.5241857202183,391.7872074679778,261.4092557966172,204.68966655757097,335.689067109442,123.81612912056899,186.04988037301305,135.74346109192345,-34.06009405421614,-8.349088446235946,-11.543476366769111,-4.760499279062431,-0.05329049847150802,-4.139858557397821,-0.3696942077316722,19.547752527277446,-3.7364234934739238,-5.48895733916012,82.6135362459705,27.16818724204469,13.567272722197075,56.353037166670596,12.779903321926174,10,10
99,45.24186078010852,337.4356935622704,178.42397041425258,424.9522317954659,299.34495698356767,135.48170103281447,379.7680187967797,170.83265871697586,202.09033521581458,254.54851275635326,-1.3288251291547726,0.4311469301783371,-0.15434962856317777,-0.05138569554267347,0.6526708125290678,0.20053713266495943,0.0986677886098396,1.0254106369845148,0.29040097807099974,0.0637435970371865,1.6034406360085085,1.0863251585717935,7.46080710928406,1.865174681370263e-15,0.621646407869777,0,0
100,42.24640527169323,326.4832881670077,287.39801954044384,422.1581093501915,289.05130588690315,245.15452597162655,379.92259710463014,144.24598543265645,198.33219839109748,134.8768631407979,-0.4198370348150049,-0.4022754864339826,0.6912229768374555,-0.16241995307996054,-0.20012025309433792,0.8836915708766745,-0.13905081871153052,0.5859775528736971,0.3212302931261112,-2.0165308659056116,3.5020171136391864,1.5765562727242235,1.556380341743639,5.6490135602604,1.794315670984133,28,28
101,45.028357133922675,331.1387296916437,304.82183627872683,416.6957836275881,295.2048119652129,260.03784897960304,371.9210438173206,161.96317379496168,204.17984247070015,111.88341835623669,-0.4725039328695797,-0.1634614591736181,-0.041345762481018275,0.008906433263998845,-0.08625041741219626,0.03900179322120987,0.07220207093922522,0.046835027137304364,0.09350728355526379,0.1493885962183453,1.4789695740757582,1.6448762510368349,1.7642697925814677,0.0,0.7928233044772871,32,32
102,42.985399079914025,329.03790994532665,293.13266569612443,427.57181883894145,291.319929914763,250.1519205703565,384.5866575087006,144.96646220046048,199.8719142643222,134.5181313856062,0.02621469651222494,0.0761887251313137,0.8980329870106226,0.06043388046313675,0.013287511534025988,1.044219026215496,0.06393273174293496,0.15964380963118444,0.03953257217719679,-1.7614027397775722,1.2324676836554156,1.1878070689382154,1.3517698730822378,5.149721343346843,0.6331007785387855,29,29
103,45.66205634071704,331.89611443134925,305.62662472270415,417.45680087667,295.63509554029633,260.25889833012286,372.0922607065093,161.83995239074008,204.3690935826345,111.83575088513236,2.552026051009685,0.7496556399617074,0.6795888278883939,0.5292061356199296,0.4372198394367522,0.34364571482547684,0.27312273853519503,-0.22835357297135778,0.021714764619327004,0.11337585418161547,6.336945434654728,4.083627422993003,2.8731860736501336,0.0,1.2808631178204437,13,13
104,45.72106499671637,331.327913541839,172.9127009629584,416.3910009214172,294.67917813580027,131.22254384398323,370.8818453481129,167.93689790897008,205.43906465774353,254.39234004887464,2.3331674023710454,0.566350491638901,0.83719719298907,0.2896518922353833,0.22538959781432188,0.21879378889606055,0.03273892977713824,0.17221147490525063,0.015174926799760118,0.015500941244440345,5.068704349325458,2.6821617764523,1.7893307834760366,1.865174681370263e-15,0.9954013615539347,3,3
105,45.755046759389636,331.4383006309943,173.3352667380084,416.22746201158975,294.4217739346903,131.41843767357656,370.6292205226535,167.44919948383458,205.29989491709298,254.0589781401992,-0.5083369159753044,-0.10656048429853006,-0.0465080715206484,-0.03996164143276032,0.0005885545257304136,0.18191046066887112,0.024966575214565988,-0.1279446362982637,0.02817566383425304,-0.047943611839383886,1.7205402021407428,0.9975255425826819,1.0622171888020704,1.865174681370263e-15,0.9410674523898221,3,3
106,44.16687234958662,323.98693276451087,308.0336941062454,423.17704675568547,287.86091316106996,264.0065483771857,379.14970705102,156.9530422164976,207.556414483088,115.15866058281698,0.1084531644563678,0.09208080583189819,-0.6766423502307273,-0.048211648627350306,0.04725080876177719,-0.8112432998676974,-0.07038785329762666,-0.5899113647105368,-0.1984489665285295,1.623401049536694,1.6474799978856047,1.436391342821322,1.5501809266696553,4.47028497574429,0.7392069014671334,1,1
107,40.73568010700305,327.1124712876708,162.27774350271645,403.9620720400864,291.94727454213347,123.74583326946616,363.2285913247738,171.7548401034984,197.3554432987869,253.1741008053009,-0.9197878490218092,-0.08978919258595335,-0.18461628514258996,-0.27254067702085516,-0.003947567974827119,-0.02174157018622526,-0.1997619948277803,0.12178240808420085,-0.5396318270829409,-0.467056164722364,2.8008154889180448,1.5644869355110256,1.877756165345555,1.865174681370263e-15,3.235252656271321,-1,21
108,45.39283865079563,331.4705536878724,303.2056272564611,415.08229888361416,294.6495038352371,257.9634296727841,369.8404947771189,161.94181035354202,203.83287030936984,111.87870068202966,0.4453901619433576,0.02391056868103797,-0.08474718461615847,-0.060150049361743466,0.04385519601523562,-0.16817354546409335,-0.11410355846079391,0.24774421089542903,-0.09230317340849913,0.009036036343966214,1.5960247965005245,1.965459495452893,1.7998652961524306,0.0,0.9498013245826906,31,31
109,50.162816714437724,341.84675985315135,319.51489262275777,435.7721448173838,299.6259734501279,269.91234825012253,385.844254437344,132.11120468827178,197.90212111353856,118.4569921489745,3.4459514402450235,3.541067211906323,3.495315085798246,2.8627050128448994,3.645225236175109,3.513608280928177,2.788833444465946,5.388099770401838,5.028848505785768,1.6496450995364653,27.30064955661284,25.176910009929195,23.625943586532898,19.036032576569514,6.111671295875258,5,5
110,42.830756543971226,327.61748856118896,290.27735284337854,425.66040307652,290.21744618861777,247.47261059758418,382.83579405410495,142.71277850055134,199.723141009208,135.59076086092912,1.776587275043605,0.8380082153312849,-0.476396609048943,0.2624595425027433,0.5136716412303293,-0.8743343853992995,0.09033722218245963,-0.7548982748460442,-0.642901444219133,1.8733164247076928,7.5804209128527695,5.103066309950953,2.8242793642535546,7.187853126109292,0.857339251678729,19,19
111,42.82516044134817,328.34683919193384,292.8715200865676,426.43183733589876,291.00262398158657,250.06243208721295,383.60969394913354,144.1916678720123,199.3227387556291,133.65461557264746,-0.3476029983677056,0.025673889111713588,0.5084608330976398,-0.015927711961264374,0.03071857328199564,0.6540712342260768,0.02045437830375945,-0.4925273940886028,0.042621283406236485,-1.1291621345485003,0.9015322159807192,1.0378066357469766,0.38190561564488784,5.084733570456287,0.4669400597694029,28,28
112,42.404148971192036,332.15810432959466,169.11564180245009,412.4909935148057,294.7456781889022,128.43219885984684,370.1290077438761,170.5224953685864,200.3725815695902,255.06464409463922,-0.6867045124895294,0.25763065305628696,0.17556185401210694,0.040932717509095704,0.4258859259382507,0.4915885644179422,0.12134698352095781,0.4394465415798969,0.24815272116890022,-0.06926998258629057,0.8615653033293836,1.1946599396640147,2.653000860206102,1.865174681370263e-15,0.5998663196978269,22,22
113,43.890794236372244,324.63628550726446,307.7434331615772,422.30362447617654,288.2820592898358,263.90893855980124,378.4963149192235,160.2148907959913,206.93295652893025,114.6435057972529,0.41266280778906295,-0.11731552863490201,0.5456078104726277,0.08919830651645817,-0.16982707732165142,0.5689618272811232,0.05302664843395404,0.06732155045274504,0.15234608063105143,-1.1327639239151304,2.2445509054226904,1.8954550029138133,1.1735014621566218,3.0373710241229284,0.9757052713319122,1,1
114,44.16798364130326,323.8211093081348,307.3586322931044,422.72065596738554,287.59127419943206,263.29686151836864,378.67914472141143,158.66238927977528,207.28928333838383,115.42501040801731,0.7764463647174948,0.06012551178320865,-0.9055443815910151,-0.05065077973620201,0.12707672848894752,-1.1730630557018555,-0.1354649670462885,-0.9257360874780405,-0.38249784912496176,2.2190726004726167,2.6835074408403985,3.323385980099825,1.698093029718898,4.721944489000996,0.5562335343943494,1,1
115,46.04120386987827,324.99236475647757,305.7710471877448,414.6877669016904,288.27646695354696,259.90581885492696,368.88868592502837,164.758797241539,205.33817075832135,109.08306543154316,3.838050405809886,2.4212550223093947,2.9133234464306934,2.446900960798569,2.1102840302008206,2.7538390277394917,2.2733338445754137,0.1726675318940513,0.8707366351235422,1.0801084372800962,15.998632451171025,13.4597971107802,2.7303877492563777,0.0,2.999638215446443,-1,13
116,43.7285446239324,323.83067373033816,307.5985533510781,422.60337023313156,287.64369118362407,263.94939365793203,378.958267254704,157.42652905803587,207.5511151035308,115.01191240270573,-0.25128229848995565,0.04821780640217199,0.1216872299481332,-0.09911935462720425,0.13958344845044698,0.18895037900945527,-0.07820679787115366,0.18485626942879163,0.08255065934304406,-0.6938220310409728,0.43674662576164786,0.924243674210946,0.9133702945374184,1.3568031096208852,1.189495829972389,1,1
